QUEST_LV_0100_20150317_000001	$Sentinel	경계병				
QUEST_LV_0100_20150317_000002	$If you choose to go to Klaipeda, I recommend taking the Shadow Forest Road.{nl}The deep woods are dangerous, so try to stay away from there if you can.	클라페다로 가려면 곧장 그늘 숲 가도로 가는 게 좋습니다.{nl}숲의 깊은 곳은 위험하니 왠만하면 자제하시고요.				경계병
QUEST_LV_0100_20150317_000003	$Man in Hiding	숨어있는 남자				
QUEST_LV_0100_20150317_000004	$Fi... Finally! Has help arrived?{nl}Huh?! It's just a kid? Hey... Are there still Vubbes outside?	드.. 드디어! 구조대가 온 건가?{nl}뭐야! 애송이 혼자잖아? 이봐. 밖에 아직도 부베가 있나?				숨어있는 남자
QUEST_LV_0100_20150317_000005	$Ugh. Go away! Don't talk to me! We'll get caught by the Vubbes!{nl}This is my place so leave!	으윽.. 저리 가! 말 걸지 마! 부베한테 들킨단 말이야!{nl}여긴 내 자리니까 썩 꺼져!				숨어있는 남자
QUEST_LV_0100_20150317_000006	$What? Don't lie to me! I can smell the Vubbes from here.{nl}You can't fool an adult! Go away! Do not come near this barrel!	뭐? 거짓말하지 마! 부베놈들 악취가 아직도 코를 찌르는구먼. 무슨!!{nl}어른을 놀리면 못써! 저리 가! 이 나무통 근처로 얼씬도 하지 마!				숨어있는 남자
QUEST_LV_0100_20150317_000007	$Fi... Finally! Has help arrived?{nl}Huh?! It's just a kid? What are you looking at? Close the lid and move along!{nl}	드.. 드디어! 구조대가 온 건가?{nl}뭐야! 애송이 혼자잖아? 뭘 봐? 그냥 뚜껑 닫고 갈 길 가버려!{nl}				숨어있는 남자
QUEST_LV_0100_20150317_000008	$What's that paper you're holding? It looks familiar...{nl}Let me see that! What are you doing? Hey, there's an adult speaking to you!	그런데 네가 들고 있는 그 종이.. 글귀가 어째 낯이 익은데? {nl}이리 줘봐! 뭐해? 어른이 말씀하시는데 냉큼 내놓지 않고!				숨어있는 남자
QUEST_LV_0100_20150317_000009	$This paper, it's mine! I'm never giving it away again!!{nl}It's.. not something you need - I'll just rip it apart. There.	이건!! 내 것이잖아?! 다시 못 줘!! {nl}너한텐 절대로 필요 없는 거니까, 다 찢어버릴 거야!!				숨어있는 남자
QUEST_LV_0100_20150317_000010	$Sheesh, that's lame...	쳇, 싱겁긴..				숨어있는 남자
QUEST_LV_0100_20150317_000011	$This isn't the first sign to appear after all the Goddesses vanished.{nl}Maybe one of these people will be the one to bring the Goddesses back.	여신들께서 전부 사라지시고 난 뒤에 처음으로 나타난 징후 아닙니까.{nl}어쩌면 그 많은 사람중에 누군가가 여신을 돌아오게 할지도 모르잖습니까?				경계병
QUEST_LV_0100_20150317_000012	$Soldier Blak	병사 블락				
QUEST_LV_0100_20150317_000013	$Be warned!{nl}Monsters are attacking, so all civilians must evacuate!{nl}Why are those civilians in the military zone anyway?{nl}	경고합니다! {nl}몬스터가 습격 중이니 민간인은 빨리 도망치세요!  {nl}아니, 근데 왜 군사 지역에 민간인이 들어온 거죠?{nl}				병사 블락
QUEST_LV_0100_20150317_000014	$Ah, so you are the Revelator! I'm sorry, I didn't recognize you.{nl}Monsters are attacking the supply base at the moment.{nl}I need to get some important rations out from the base. Please help me!	아, 계시자님! 몰라 봬서 정말 죄송합니다.{nl}지금 보급기지 전체를 몬스터가 습격 중입니다.{nl}일단 중요한 식량만이라도 어떻게 빼 오고 싶은데.. 제발 도와주십시오!				병사 블락
QUEST_LV_0100_20150317_000015	$It was peaceful not too long ago, but now they are coming in groups.{nl}What's happening exactly?	얼마 전까진 잠잠했는데 갑자기 대규모로 몰려들고 있습니다.{nl}대체 무슨 일일까요?				병사 블락
QUEST_LV_0100_20150317_000016	$Even so, I felt uneasy...{nl}Who knew that they'd attack in such an absurd manner?	안 그래도 불안 불안했는데..{nl}저렇게 말도 안 되는 게 덮칠 줄은 누가 알았겠습니까?				병사 블락
QUEST_LV_0100_20150317_000017	$The rations are in the First Supply Warehouse, which you can get to using the road on the upper side.{nl}Bring however little leftovers you can find... 	식량은 위쪽 길을 따라가면 나오는 제1 보급창고에 있습니다.{nl}어떻게 남은 것만이라도 좀.. 아이고 세상에..				병사 블락
QUEST_LV_0100_20150317_000018	$I wrote down who Sparnas is. Maybe it will be useful in the future.{nl}Though I may not appear so right now, I was a biologist four years ago.	혹시나 도움이 될까 싶어서 스파르나스가 뭐 하는 놈인지 기록해놨습니다.{nl}제가 이래 봬도 4년 전엔 생물학도였거든요.{nl}				병사 블락
QUEST_LV_0100_20150317_000019	$Please pass this report to Luders.{nl}He is probably at the Center Supply Camp.	이 보고서를 류다스님께 전달해 주십시오. {nl}아마 지금쯤이면 중앙 보급 기지에 계실 겁니다.				병사 블락
QUEST_LV_0100_20150317_000020	$Officer Luders	장교 류다스				
QUEST_LV_0100_20150317_000021	$Ah, you must be the so called Revelator. Nice to meet you.{nl}Is this Block's report?{nl}	아아, 자네가 소문의 그 계시자로군. 반갑네.{nl}이건 블락의 보고서인가?{nl}				장교 류다스
QUEST_LV_0100_20150317_000022	$Hmm... Is that so?{nl}They just destroyed the supplies and ran away. Even if Chupacabras had wings, I am sure they can't do something like that.{nl}	흠.. 그렇군. {nl}보급품만 집요하게 파괴하고 도망간다니 츄파카브라에게 날개가 달렸어도 이보단 덜할 거야.{nl}				장교 류다스
QUEST_LV_0100_20150317_000023	$This isn't enough.{nl}I am sorry, but please bring us Moody's report from Amzina Curved Path.	이걸론 좀 부족하군.{nl}미안하네만, 자네가 암지나 굽잇길에 있는 무디의 보고서도 받아다 주게.				장교 류다스
QUEST_LV_0100_20150317_000024	$I feel better since Luders is here.	류다스님께서 와 주셔서 그나마 마음이 놓입니다.				병사 블락
QUEST_LV_0100_20150317_000025	$Soldier York	병사 요크				
QUEST_LV_0100_20150317_000026	$Shaulems are crossing the road.{nl}I am in a panic myself, and I don't know what to do.{nl}I'm sure Luders won't allow this to happen... What should we do?	샤울렘들이 도를 넘어서고 있습니다.{nl}저도 패닉상태라 도저히 뭘 어떻게 해야 할지 모르겠습니다.{nl}류다스님께선 절대 그냥 넘어가지 않으실 텐데.. 어쩌죠?				병사 요크
QUEST_LV_0100_20150317_000027	$Do you think the problem will be resolved just by defeating Sparnas?	스파르나스만 잡는다고 해결될 문제일까요?				병사 요크
QUEST_LV_0100_20150317_000028	$Thanks to your help, I think I can hold myself together.{nl}But... won't this kind of thing happen again? What should I do then...?	도와주신 덕분에 어떻게든 추스를 수 있겠네요.{nl}하지만.. 이런 일은 또 생기겠죠? 그럴 땐 어떻게 해야 할지..				병사 요크
QUEST_LV_0100_20150317_000029	$Sparnas? We don't have a clear answer about it.{nl}It just appeared from the sky without any signs and destroyed all the supplies we had. Then, it quickly disappeared.{nl}We got headaches just hearing its cries.	스파르나스요? 그건 진짜 답이 없어요.{nl}징조도 없이 갑자기 하늘에서 나타나선 보급품을 다 부숴버리고 나선 금새 사라져버리죠.{nl}울음소리만 들어도 머리가 아파요.				병사 요크
QUEST_LV_0100_20150317_000030	$The place I just talked about is the Second Supply Warehouse.{nl}It is depressing to think how these kinds of things will be recurring in the future.	말씀드린 지점은 제2 보급창고입니다. {nl}앞으로도 계속 이런 일이 되풀이 될걸 생각하니 정말 갑갑하네요.				병사 요크
